Norm,Agent1,Agent2,Agent1_Stance,Agent2_Stance,Status
"In the context of Freedom of Speech, the norm states that there must be strict regulations to prevent misuse.",Agent8,Agent10,disagree,neutral,neutral
"In the context of Freedom of Speech, the norm states that there must be strict regulations to prevent misuse.",Agent9,Agent1,disagree,disagree,defended
"In the context of Freedom of Speech, the norm states that there must be strict regulations to prevent misuse.",Agent9,Agent2,disagree,neutral,neutral
"In the context of Freedom of Speech, the norm states that there must be strict regulations to prevent misuse.",Agent9,Agent3,disagree,disagree,defended
"In the context of Freedom of Speech, the norm states that there must be strict regulations to prevent misuse.",Agent9,Agent4,disagree,disagree,defended
"In the context of Freedom of Speech, the norm states that there must be strict regulations to prevent misuse.",Agent9,Agent5,disagree,disagree,defended
"In the context of Freedom of Speech, the norm states that there must be strict regulations to prevent misuse.",Agent9,Agent6,disagree,neutral,neutral
"In the context of Freedom of Speech, the norm states that there must be strict regulations to prevent misuse.",Agent9,Agent7,disagree,neutral,neutral
"In the context of Freedom of Speech, the norm states that there must be strict regulations to prevent misuse.",Agent9,Agent8,disagree,disagree,defended
"In the context of Freedom of Speech, the norm states that there must be strict regulations to prevent misuse.",Agent9,Agent10,disagree,neutral,neutral
"In the context of Freedom of Speech, the norm states that there must be strict regulations to prevent misuse.",Agent10,Agent1,neutral,disagree,neutral
"In the context of Freedom of Speech, the norm states that there must be strict regulations to prevent misuse.",Agent10,Agent2,neutral,neutral,neutral
"In the context of Freedom of Speech, the norm states that there must be strict regulations to prevent misuse.",Agent10,Agent3,neutral,disagree,neutral
"In the context of Freedom of Speech, the norm states that there must be strict regulations to prevent misuse.",Agent10,Agent4,neutral,disagree,neutral
"In the context of Freedom of Speech, the norm states that there must be strict regulations to prevent misuse.",Agent10,Agent5,neutral,disagree,neutral
"In the context of Freedom of Speech, the norm states that there must be strict regulations to prevent misuse.",Agent10,Agent6,neutral,neutral,neutral
"In the context of Freedom of Speech, the norm states that there must be strict regulations to prevent misuse.",Agent10,Agent7,neutral,neutral,neutral
"In the context of Freedom of Speech, the norm states that there must be strict regulations to prevent misuse.",Agent10,Agent8,neutral,disagree,neutral
"In the context of Freedom of Speech, the norm states that there must be strict regulations to prevent misuse.",Agent10,Agent9,neutral,disagree,neutral
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent1,Agent2,neutral,neutral,neutral
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent1,Agent3,neutral,agree,neutral
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent1,Agent4,neutral,agree,neutral
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent1,Agent5,neutral,neutral,neutral
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent1,Agent6,neutral,disagree,neutral
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent1,Agent7,neutral,agree,neutral
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent1,Agent8,neutral,agree,neutral
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent1,Agent9,neutral,neutral,neutral
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent1,Agent10,neutral,disagree,neutral
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent2,Agent1,neutral,neutral,neutral
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent2,Agent3,neutral,agree,neutral
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent2,Agent4,neutral,agree,neutral
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent2,Agent5,neutral,neutral,neutral
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent2,Agent6,neutral,disagree,neutral
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent2,Agent7,neutral,agree,neutral
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent2,Agent8,neutral,agree,neutral
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent2,Agent9,neutral,neutral,neutral
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent2,Agent10,neutral,disagree,neutral
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent3,Agent1,agree,neutral,neutral
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent3,Agent2,agree,neutral,neutral
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent3,Agent4,agree,agree,defended
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent3,Agent5,agree,neutral,neutral
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent3,Agent6,agree,disagree,attack
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent3,Agent7,agree,agree,defended
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent3,Agent8,agree,agree,defended
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent3,Agent9,agree,neutral,neutral
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent3,Agent10,agree,disagree,attack
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent4,Agent1,agree,neutral,neutral
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent4,Agent2,agree,neutral,neutral
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent4,Agent3,agree,agree,defended
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent4,Agent5,agree,neutral,neutral
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent4,Agent6,agree,disagree,attack
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent4,Agent7,agree,agree,defended
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent4,Agent8,agree,agree,defended
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent4,Agent9,agree,neutral,neutral
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent4,Agent10,agree,disagree,attack
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent5,Agent1,neutral,neutral,neutral
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent5,Agent2,neutral,neutral,neutral
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent5,Agent3,neutral,agree,neutral
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent5,Agent4,neutral,agree,neutral
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent5,Agent6,neutral,disagree,neutral
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent5,Agent7,neutral,agree,neutral
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent5,Agent8,neutral,agree,neutral
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent5,Agent9,neutral,neutral,neutral
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent5,Agent10,neutral,disagree,neutral
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent6,Agent1,disagree,neutral,neutral
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent6,Agent2,disagree,neutral,neutral
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent6,Agent3,disagree,agree,attack
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent6,Agent4,disagree,agree,attack
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent6,Agent5,disagree,neutral,neutral
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent6,Agent7,disagree,agree,attack
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent6,Agent8,disagree,agree,attack
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent6,Agent9,disagree,neutral,neutral
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent6,Agent10,disagree,disagree,defended
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent7,Agent1,agree,neutral,neutral
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent7,Agent2,agree,neutral,neutral
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent7,Agent3,agree,agree,defended
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent7,Agent4,agree,agree,defended
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent7,Agent5,agree,neutral,neutral
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent7,Agent6,agree,disagree,attack
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent7,Agent8,agree,agree,defended
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent7,Agent9,agree,neutral,neutral
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent7,Agent10,agree,disagree,attack
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent8,Agent1,agree,neutral,neutral
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent8,Agent2,agree,neutral,neutral
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent8,Agent3,agree,agree,defended
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent8,Agent4,agree,agree,defended
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent8,Agent5,agree,neutral,neutral
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent8,Agent6,agree,disagree,attack
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent8,Agent7,agree,agree,defended
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent8,Agent9,agree,neutral,neutral
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent8,Agent10,agree,disagree,attack
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent9,Agent1,neutral,neutral,neutral
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent9,Agent2,neutral,neutral,neutral
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent9,Agent3,neutral,agree,neutral
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent9,Agent4,neutral,agree,neutral
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent9,Agent5,neutral,neutral,neutral
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent9,Agent6,neutral,disagree,neutral
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent9,Agent7,neutral,agree,neutral
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent9,Agent8,neutral,agree,neutral
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent9,Agent10,neutral,disagree,neutral
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent10,Agent1,disagree,neutral,neutral
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent10,Agent2,disagree,neutral,neutral
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent10,Agent3,disagree,agree,attack
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent10,Agent4,disagree,agree,attack
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent10,Agent5,disagree,neutral,neutral
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent10,Agent6,disagree,disagree,defended
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent10,Agent7,disagree,agree,attack
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent10,Agent8,disagree,agree,attack
A new rule in Freedom of Speech suggests that organizations are required to disclose their related activities publicly.,Agent10,Agent9,disagree,neutral,neutral
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent1,Agent2,disagree,agree,attack
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent1,Agent3,disagree,disagree,defended
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent1,Agent4,disagree,agree,attack
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent1,Agent5,disagree,agree,attack
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent1,Agent6,disagree,agree,attack
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent1,Agent7,disagree,agree,attack
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent1,Agent8,disagree,disagree,defended
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent1,Agent9,disagree,agree,attack
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent1,Agent10,disagree,agree,attack
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent2,Agent1,agree,disagree,attack
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent2,Agent3,agree,disagree,attack
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent2,Agent4,agree,agree,defended
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent2,Agent5,agree,agree,defended
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent2,Agent6,agree,agree,defended
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent2,Agent7,agree,agree,defended
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent2,Agent8,agree,disagree,attack
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent2,Agent9,agree,agree,defended
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent2,Agent10,agree,agree,defended
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent3,Agent1,disagree,disagree,defended
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent3,Agent2,disagree,agree,attack
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent3,Agent4,disagree,agree,attack
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent3,Agent5,disagree,agree,attack
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent3,Agent6,disagree,agree,attack
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent3,Agent7,disagree,agree,attack
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent3,Agent8,disagree,disagree,defended
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent3,Agent9,disagree,agree,attack
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent3,Agent10,disagree,agree,attack
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent4,Agent1,agree,disagree,attack
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent4,Agent2,agree,agree,defended
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent4,Agent3,agree,disagree,attack
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent4,Agent5,agree,agree,defended
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent4,Agent6,agree,agree,defended
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent4,Agent7,agree,agree,defended
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent4,Agent8,agree,disagree,attack
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent4,Agent9,agree,agree,defended
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent4,Agent10,agree,agree,defended
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent5,Agent1,agree,disagree,attack
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent5,Agent2,agree,agree,defended
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent5,Agent3,agree,disagree,attack
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent5,Agent4,agree,agree,defended
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent5,Agent6,agree,agree,defended
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent5,Agent7,agree,agree,defended
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent5,Agent8,agree,disagree,attack
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent5,Agent9,agree,agree,defended
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent5,Agent10,agree,agree,defended
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent6,Agent1,agree,disagree,attack
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent6,Agent2,agree,agree,defended
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent6,Agent3,agree,disagree,attack
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent6,Agent4,agree,agree,defended
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent6,Agent5,agree,agree,defended
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent6,Agent7,agree,agree,defended
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent6,Agent8,agree,disagree,attack
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent6,Agent9,agree,agree,defended
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent6,Agent10,agree,agree,defended
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent7,Agent1,agree,disagree,attack
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent7,Agent2,agree,agree,defended
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent7,Agent3,agree,disagree,attack
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent7,Agent4,agree,agree,defended
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent7,Agent5,agree,agree,defended
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent7,Agent6,agree,agree,defended
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent7,Agent8,agree,disagree,attack
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent7,Agent9,agree,agree,defended
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent7,Agent10,agree,agree,defended
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent8,Agent1,disagree,disagree,defended
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent8,Agent2,disagree,agree,attack
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent8,Agent3,disagree,disagree,defended
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent8,Agent4,disagree,agree,attack
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent8,Agent5,disagree,agree,attack
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent8,Agent6,disagree,agree,attack
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent8,Agent7,disagree,agree,attack
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent8,Agent9,disagree,agree,attack
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent8,Agent10,disagree,agree,attack
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent9,Agent1,agree,disagree,attack
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent9,Agent2,agree,agree,defended
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent9,Agent3,agree,disagree,attack
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent9,Agent4,agree,agree,defended
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent9,Agent5,agree,agree,defended
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent9,Agent6,agree,agree,defended
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent9,Agent7,agree,agree,defended
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent9,Agent8,agree,disagree,attack
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent9,Agent10,agree,agree,defended
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent10,Agent1,agree,disagree,attack
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent10,Agent2,agree,agree,defended
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent10,Agent3,agree,disagree,attack
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent10,Agent4,agree,agree,defended
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent10,Agent5,agree,agree,defended
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent10,Agent6,agree,agree,defended
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent10,Agent7,agree,agree,defended
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent10,Agent8,agree,disagree,attack
"Regarding Education Reform, it is proposed that violators should face legal consequences for non-compliance.",Agent10,Agent9,agree,agree,defended
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent1,Agent2,agree,agree,defended
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent1,Agent3,agree,disagree,attack
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent1,Agent4,agree,agree,defended
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent1,Agent5,agree,agree,defended
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent1,Agent6,agree,agree,defended
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent1,Agent7,agree,agree,defended
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent1,Agent8,agree,agree,defended
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent1,Agent9,agree,agree,defended
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent1,Agent10,agree,agree,defended
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent2,Agent1,agree,agree,defended
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent2,Agent3,agree,disagree,attack
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent2,Agent4,agree,agree,defended
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent2,Agent5,agree,agree,defended
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent2,Agent6,agree,agree,defended
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent2,Agent7,agree,agree,defended
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent2,Agent8,agree,agree,defended
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent2,Agent9,agree,agree,defended
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent2,Agent10,agree,agree,defended
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent3,Agent1,disagree,agree,attack
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent3,Agent2,disagree,agree,attack
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent3,Agent4,disagree,agree,attack
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent3,Agent5,disagree,agree,attack
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent3,Agent6,disagree,agree,attack
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent3,Agent7,disagree,agree,attack
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent3,Agent8,disagree,agree,attack
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent3,Agent9,disagree,agree,attack
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent3,Agent10,disagree,agree,attack
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent4,Agent1,agree,agree,defended
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent4,Agent2,agree,agree,defended
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent4,Agent3,agree,disagree,attack
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent4,Agent5,agree,agree,defended
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent4,Agent6,agree,agree,defended
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent4,Agent7,agree,agree,defended
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent4,Agent8,agree,agree,defended
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent4,Agent9,agree,agree,defended
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent4,Agent10,agree,agree,defended
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent5,Agent1,agree,agree,defended
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent5,Agent2,agree,agree,defended
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent5,Agent3,agree,disagree,attack
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent5,Agent4,agree,agree,defended
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent5,Agent6,agree,agree,defended
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent5,Agent7,agree,agree,defended
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent5,Agent8,agree,agree,defended
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent5,Agent9,agree,agree,defended
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent5,Agent10,agree,agree,defended
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent6,Agent1,agree,agree,defended
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent6,Agent2,agree,agree,defended
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent6,Agent3,agree,disagree,attack
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent6,Agent4,agree,agree,defended
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent6,Agent5,agree,agree,defended
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent6,Agent7,agree,agree,defended
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent6,Agent8,agree,agree,defended
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent6,Agent9,agree,agree,defended
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent6,Agent10,agree,agree,defended
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent7,Agent1,agree,agree,defended
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent7,Agent2,agree,agree,defended
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent7,Agent3,agree,disagree,attack
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent7,Agent4,agree,agree,defended
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent7,Agent5,agree,agree,defended
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent7,Agent6,agree,agree,defended
