Norm,Topic,Agent,Stance,Argument
"In the context of Education Reform, the norm states that governments must invest at least 50% of their budget into related technologies.",Education Reform,Agent1,agree,Agent1 believes this because it is too costly to implement.
"In the context of Education Reform, the norm states that governments must invest at least 50% of their budget into related technologies.",Education Reform,Agent2,neutral,Agent2 believes this because it ensures fairness.
"In the context of Education Reform, the norm states that governments must invest at least 50% of their budget into related technologies.",Education Reform,Agent3,neutral,Agent3 believes this because it might cause unintended consequences.
"In the context of Education Reform, the norm states that governments must invest at least 50% of their budget into related technologies.",Education Reform,Agent4,neutral,Agent4 believes this because it might cause unintended consequences.
"In the context of Education Reform, the norm states that governments must invest at least 50% of their budget into related technologies.",Education Reform,Agent5,agree,Agent5 believes this because it promotes ethical practices.
A new rule in Animal Rights suggests that everyone has equal access to the benefits of this effort.,Animal Rights,Agent1,disagree,Agent1 believes this because it aligns with societal values.
A new rule in Animal Rights suggests that everyone has equal access to the benefits of this effort.,Animal Rights,Agent2,neutral,Agent2 believes this because it could infringe on individual freedoms.
A new rule in Animal Rights suggests that everyone has equal access to the benefits of this effort.,Animal Rights,Agent3,agree,Agent3 believes this because it encourages innovation.
A new rule in Animal Rights suggests that everyone has equal access to the benefits of this effort.,Animal Rights,Agent4,neutral,Agent4 believes this because it aligns with societal values.
A new rule in Animal Rights suggests that everyone has equal access to the benefits of this effort.,Animal Rights,Agent5,disagree,Agent5 believes this because it lacks sufficient evidence to support it.
"In the context of Space Exploration, the norm states that there must be strict regulations to prevent misuse.",Space Exploration,Agent1,disagree,Agent1 believes this because it has significant economic benefits.
"In the context of Space Exploration, the norm states that there must be strict regulations to prevent misuse.",Space Exploration,Agent2,neutral,Agent2 believes this because it might cause unintended consequences.
"In the context of Space Exploration, the norm states that there must be strict regulations to prevent misuse.",Space Exploration,Agent3,disagree,Agent3 believes this because it reduces inequality.
"In the context of Space Exploration, the norm states that there must be strict regulations to prevent misuse.",Space Exploration,Agent4,disagree,Agent4 believes this because it is too costly to implement.
"In the context of Space Exploration, the norm states that there must be strict regulations to prevent misuse.",Space Exploration,Agent5,agree,Agent5 believes this because it encourages innovation.
"In the context of Climate Change, the norm states that research must focus on ethical implications first.",Climate Change,Agent1,agree,Agent1 believes this because it ensures fairness.
"In the context of Climate Change, the norm states that research must focus on ethical implications first.",Climate Change,Agent2,disagree,Agent2 believes this because it promotes ethical practices.
"In the context of Climate Change, the norm states that research must focus on ethical implications first.",Climate Change,Agent3,disagree,Agent3 believes this because it has significant economic benefits.
"In the context of Climate Change, the norm states that research must focus on ethical implications first.",Climate Change,Agent4,disagree,Agent4 believes this because it has significant economic benefits.
"In the context of Climate Change, the norm states that research must focus on ethical implications first.",Climate Change,Agent5,disagree,Agent5 believes this because it could infringe on individual freedoms.
A new rule in Animal Rights suggests that governments must invest at least 50% of their budget into related technologies.,Animal Rights,Agent1,neutral,Agent1 believes this because it might cause unintended consequences.
A new rule in Animal Rights suggests that governments must invest at least 50% of their budget into related technologies.,Animal Rights,Agent2,disagree,Agent2 believes this because it might cause unintended consequences.
A new rule in Animal Rights suggests that governments must invest at least 50% of their budget into related technologies.,Animal Rights,Agent3,neutral,Agent3 believes this because it is too costly to implement.
A new rule in Animal Rights suggests that governments must invest at least 50% of their budget into related technologies.,Animal Rights,Agent4,agree,Agent4 believes this because it has significant economic benefits.
A new rule in Animal Rights suggests that governments must invest at least 50% of their budget into related technologies.,Animal Rights,Agent5,neutral,Agent5 believes this because it aligns with societal values.
"Regarding Animal Rights, it is proposed that organizations are required to disclose their related activities publicly.",Animal Rights,Agent1,disagree,Agent1 believes this because it ensures fairness.
"Regarding Animal Rights, it is proposed that organizations are required to disclose their related activities publicly.",Animal Rights,Agent2,neutral,Agent2 believes this because it is too costly to implement.
"Regarding Animal Rights, it is proposed that organizations are required to disclose their related activities publicly.",Animal Rights,Agent3,agree,Agent3 believes this because it reduces inequality.
"Regarding Animal Rights, it is proposed that organizations are required to disclose their related activities publicly.",Animal Rights,Agent4,agree,Agent4 believes this because it could infringe on individual freedoms.
"Regarding Animal Rights, it is proposed that organizations are required to disclose their related activities publicly.",Animal Rights,Agent5,disagree,Agent5 believes this because it reduces inequality.
A new rule in Climate Change suggests that individuals should prioritize this issue over other social problems.,Climate Change,Agent1,disagree,Agent1 believes this because it lacks sufficient evidence to support it.
A new rule in Climate Change suggests that individuals should prioritize this issue over other social problems.,Climate Change,Agent2,disagree,Agent2 believes this because it is too costly to implement.
A new rule in Climate Change suggests that individuals should prioritize this issue over other social problems.,Climate Change,Agent3,disagree,Agent3 believes this because it reduces inequality.
A new rule in Climate Change suggests that individuals should prioritize this issue over other social problems.,Climate Change,Agent4,agree,Agent4 believes this because it lacks sufficient evidence to support it.
A new rule in Climate Change suggests that individuals should prioritize this issue over other social problems.,Climate Change,Agent5,disagree,Agent5 believes this because it promotes ethical practices.
A new rule in Climate Change suggests that organizations are required to disclose their related activities publicly.,Climate Change,Agent1,agree,Agent1 believes this because it has significant economic benefits.
A new rule in Climate Change suggests that organizations are required to disclose their related activities publicly.,Climate Change,Agent2,neutral,Agent2 believes this because it reduces inequality.
A new rule in Climate Change suggests that organizations are required to disclose their related activities publicly.,Climate Change,Agent3,agree,Agent3 believes this because it ensures fairness.
A new rule in Climate Change suggests that organizations are required to disclose their related activities publicly.,Climate Change,Agent4,agree,Agent4 believes this because it reduces inequality.
A new rule in Climate Change suggests that organizations are required to disclose their related activities publicly.,Climate Change,Agent5,disagree,Agent5 believes this because it promotes ethical practices.
"In the context of Climate Change, the norm states that communities are encouraged to take grassroots actions.",Climate Change,Agent1,neutral,Agent1 believes this because it promotes ethical practices.
"In the context of Climate Change, the norm states that communities are encouraged to take grassroots actions.",Climate Change,Agent2,disagree,Agent2 believes this because it ensures fairness.
"In the context of Climate Change, the norm states that communities are encouraged to take grassroots actions.",Climate Change,Agent3,agree,Agent3 believes this because it is too costly to implement.
"In the context of Climate Change, the norm states that communities are encouraged to take grassroots actions.",Climate Change,Agent4,disagree,Agent4 believes this because it reduces inequality.
"In the context of Climate Change, the norm states that communities are encouraged to take grassroots actions.",Climate Change,Agent5,agree,Agent5 believes this because it promotes ethical practices.
"In the context of Universal Basic Income, the norm states that violators should face legal consequences for non-compliance.",Universal Basic Income,Agent1,disagree,Agent1 believes this because it is too costly to implement.
"In the context of Universal Basic Income, the norm states that violators should face legal consequences for non-compliance.",Universal Basic Income,Agent2,disagree,Agent2 believes this because it lacks sufficient evidence to support it.
"In the context of Universal Basic Income, the norm states that violators should face legal consequences for non-compliance.",Universal Basic Income,Agent3,neutral,Agent3 believes this because it promotes ethical practices.
"In the context of Universal Basic Income, the norm states that violators should face legal consequences for non-compliance.",Universal Basic Income,Agent4,disagree,Agent4 believes this because it promotes ethical practices.
"In the context of Universal Basic Income, the norm states that violators should face legal consequences for non-compliance.",Universal Basic Income,Agent5,disagree,Agent5 believes this because it could infringe on individual freedoms.
"In the context of Universal Basic Income, the norm states that research must focus on ethical implications first.",Universal Basic Income,Agent1,disagree,Agent1 believes this because it lacks sufficient evidence to support it.
"In the context of Universal Basic Income, the norm states that research must focus on ethical implications first.",Universal Basic Income,Agent2,disagree,Agent2 believes this because it ensures fairness.
"In the context of Universal Basic Income, the norm states that research must focus on ethical implications first.",Universal Basic Income,Agent3,neutral,Agent3 believes this because it is too costly to implement.
"In the context of Universal Basic Income, the norm states that research must focus on ethical implications first.",Universal Basic Income,Agent4,agree,Agent4 believes this because it aligns with societal values.
"In the context of Universal Basic Income, the norm states that research must focus on ethical implications first.",Universal Basic Income,Agent5,agree,Agent5 believes this because it could infringe on individual freedoms.
A new rule in Education Reform suggests that research must focus on ethical implications first.,Education Reform,Agent1,neutral,Agent1 believes this because it encourages innovation.
A new rule in Education Reform suggests that research must focus on ethical implications first.,Education Reform,Agent2,disagree,Agent2 believes this because it promotes ethical practices.
A new rule in Education Reform suggests that research must focus on ethical implications first.,Education Reform,Agent3,neutral,Agent3 believes this because it reduces inequality.
A new rule in Education Reform suggests that research must focus on ethical implications first.,Education Reform,Agent4,neutral,Agent4 believes this because it might cause unintended consequences.
A new rule in Education Reform suggests that research must focus on ethical implications first.,Education Reform,Agent5,neutral,Agent5 believes this because it ensures fairness.
"In the context of Space Exploration, the norm states that everyone has equal access to the benefits of this effort.",Space Exploration,Agent1,agree,Agent1 believes this because it lacks sufficient evidence to support it.
"In the context of Space Exploration, the norm states that everyone has equal access to the benefits of this effort.",Space Exploration,Agent2,neutral,Agent2 believes this because it could infringe on individual freedoms.
"In the context of Space Exploration, the norm states that everyone has equal access to the benefits of this effort.",Space Exploration,Agent3,disagree,Agent3 believes this because it promotes ethical practices.
"In the context of Space Exploration, the norm states that everyone has equal access to the benefits of this effort.",Space Exploration,Agent4,disagree,Agent4 believes this because it aligns with societal values.
"In the context of Space Exploration, the norm states that everyone has equal access to the benefits of this effort.",Space Exploration,Agent5,neutral,Agent5 believes this because it ensures fairness.
A new rule in Animal Rights suggests that organizations are required to disclose their related activities publicly.,Animal Rights,Agent1,disagree,Agent1 believes this because it encourages innovation.
A new rule in Animal Rights suggests that organizations are required to disclose their related activities publicly.,Animal Rights,Agent2,disagree,Agent2 believes this because it might cause unintended consequences.
A new rule in Animal Rights suggests that organizations are required to disclose their related activities publicly.,Animal Rights,Agent3,disagree,Agent3 believes this because it aligns with societal values.
A new rule in Animal Rights suggests that organizations are required to disclose their related activities publicly.,Animal Rights,Agent4,agree,Agent4 believes this because it aligns with societal values.
A new rule in Animal Rights suggests that organizations are required to disclose their related activities publicly.,Animal Rights,Agent5,agree,Agent5 believes this because it has significant economic benefits.
A new rule in Universal Basic Income suggests that communities are encouraged to take grassroots actions.,Universal Basic Income,Agent1,neutral,Agent1 believes this because it might cause unintended consequences.
A new rule in Universal Basic Income suggests that communities are encouraged to take grassroots actions.,Universal Basic Income,Agent2,agree,Agent2 believes this because it promotes ethical practices.
A new rule in Universal Basic Income suggests that communities are encouraged to take grassroots actions.,Universal Basic Income,Agent3,disagree,Agent3 believes this because it has significant economic benefits.
A new rule in Universal Basic Income suggests that communities are encouraged to take grassroots actions.,Universal Basic Income,Agent4,agree,Agent4 believes this because it could infringe on individual freedoms.
A new rule in Universal Basic Income suggests that communities are encouraged to take grassroots actions.,Universal Basic Income,Agent5,disagree,Agent5 believes this because it ensures fairness.
"In the context of Education Reform, the norm states that violators should face legal consequences for non-compliance.",Education Reform,Agent1,neutral,Agent1 believes this because it could infringe on individual freedoms.
"In the context of Education Reform, the norm states that violators should face legal consequences for non-compliance.",Education Reform,Agent2,neutral,Agent2 believes this because it lacks sufficient evidence to support it.
"In the context of Education Reform, the norm states that violators should face legal consequences for non-compliance.",Education Reform,Agent3,neutral,Agent3 believes this because it aligns with societal values.
"In the context of Education Reform, the norm states that violators should face legal consequences for non-compliance.",Education Reform,Agent4,disagree,Agent4 believes this because it promotes ethical practices.
"In the context of Education Reform, the norm states that violators should face legal consequences for non-compliance.",Education Reform,Agent5,agree,Agent5 believes this because it could infringe on individual freedoms.
A new rule in Education Reform suggests that international cooperation is mandatory for success.,Education Reform,Agent1,disagree,Agent1 believes this because it encourages innovation.
A new rule in Education Reform suggests that international cooperation is mandatory for success.,Education Reform,Agent2,neutral,Agent2 believes this because it promotes ethical practices.
A new rule in Education Reform suggests that international cooperation is mandatory for success.,Education Reform,Agent3,neutral,Agent3 believes this because it is too costly to implement.
A new rule in Education Reform suggests that international cooperation is mandatory for success.,Education Reform,Agent4,agree,Agent4 believes this because it lacks sufficient evidence to support it.
A new rule in Education Reform suggests that international cooperation is mandatory for success.,Education Reform,Agent5,agree,Agent5 believes this because it is too costly to implement.
"Regarding Animal Rights, it is proposed that research must focus on ethical implications first.",Animal Rights,Agent1,disagree,Agent1 believes this because it is too costly to implement.
"Regarding Animal Rights, it is proposed that research must focus on ethical implications first.",Animal Rights,Agent2,agree,Agent2 believes this because it might cause unintended consequences.
"Regarding Animal Rights, it is proposed that research must focus on ethical implications first.",Animal Rights,Agent3,disagree,Agent3 believes this because it ensures fairness.
"Regarding Animal Rights, it is proposed that research must focus on ethical implications first.",Animal Rights,Agent4,disagree,Agent4 believes this because it aligns with societal values.
"Regarding Animal Rights, it is proposed that research must focus on ethical implications first.",Animal Rights,Agent5,agree,Agent5 believes this because it reduces inequality.
"Regarding Education Reform, it is proposed that research must focus on ethical implications first.",Education Reform,Agent1,agree,Agent1 believes this because it encourages innovation.
"Regarding Education Reform, it is proposed that research must focus on ethical implications first.",Education Reform,Agent2,neutral,Agent2 believes this because it has significant economic benefits.
"Regarding Education Reform, it is proposed that research must focus on ethical implications first.",Education Reform,Agent3,neutral,Agent3 believes this because it promotes ethical practices.
"Regarding Education Reform, it is proposed that research must focus on ethical implications first.",Education Reform,Agent4,neutral,Agent4 believes this because it reduces inequality.
"Regarding Education Reform, it is proposed that research must focus on ethical implications first.",Education Reform,Agent5,agree,Agent5 believes this because it promotes ethical practices.
"In the context of Freedom of Speech, the norm states that governments must invest at least 50% of their budget into related technologies.",Freedom of Speech,Agent1,disagree,Agent1 believes this because it reduces inequality.
"In the context of Freedom of Speech, the norm states that governments must invest at least 50% of their budget into related technologies.",Freedom of Speech,Agent2,agree,Agent2 believes this because it has significant economic benefits.
"In the context of Freedom of Speech, the norm states that governments must invest at least 50% of their budget into related technologies.",Freedom of Speech,Agent3,agree,Agent3 believes this because it aligns with societal values.
"In the context of Freedom of Speech, the norm states that governments must invest at least 50% of their budget into related technologies.",Freedom of Speech,Agent4,neutral,Agent4 believes this because it promotes ethical practices.
"In the context of Freedom of Speech, the norm states that governments must invest at least 50% of their budget into related technologies.",Freedom of Speech,Agent5,agree,Agent5 believes this because it lacks sufficient evidence to support it.
"Regarding Renewable Energy, it is proposed that there must be strict regulations to prevent misuse.",Renewable Energy,Agent1,agree,Agent1 believes this because it lacks sufficient evidence to support it.
"Regarding Renewable Energy, it is proposed that there must be strict regulations to prevent misuse.",Renewable Energy,Agent2,neutral,Agent2 believes this because it lacks sufficient evidence to support it.
"Regarding Renewable Energy, it is proposed that there must be strict regulations to prevent misuse.",Renewable Energy,Agent3,agree,Agent3 believes this because it aligns with societal values.
"Regarding Renewable Energy, it is proposed that there must be strict regulations to prevent misuse.",Renewable Energy,Agent4,neutral,Agent4 believes this because it ensures fairness.
"Regarding Renewable Energy, it is proposed that there must be strict regulations to prevent misuse.",Renewable Energy,Agent5,disagree,Agent5 believes this because it might cause unintended consequences.
"Regarding Space Exploration, it is proposed that communities are encouraged to take grassroots actions.",Space Exploration,Agent1,disagree,Agent1 believes this because it is too costly to implement.
"Regarding Space Exploration, it is proposed that communities are encouraged to take grassroots actions.",Space Exploration,Agent2,neutral,Agent2 believes this because it has significant economic benefits.
"Regarding Space Exploration, it is proposed that communities are encouraged to take grassroots actions.",Space Exploration,Agent3,disagree,Agent3 believes this because it might cause unintended consequences.
"Regarding Space Exploration, it is proposed that communities are encouraged to take grassroots actions.",Space Exploration,Agent4,neutral,Agent4 believes this because it might cause unintended consequences.
"Regarding Space Exploration, it is proposed that communities are encouraged to take grassroots actions.",Space Exploration,Agent5,disagree,Agent5 believes this because it encourages innovation.
